iter	Logloss
283	0.4791984976
284	0.4791261296
285	0.4790667255
286	0.4790291905
287	0.4789856739
288	0.4789367151
289	0.4788929495
290	0.4788165395
291	0.4787485689
292	0.4786980945
293	0.4786076931
294	0.4785285628
295	0.4784675043
296	0.478409712
297	0.478319659
298	0.4782755735
299	0.4782065935
300	0.4781338395
301	0.4780824949
302	0.4780231359
303	0.4779915293
304	0.4779488308
305	0.4778921515
306	0.4778273769
307	0.477763474
308	0.4777213102
309	0.4776552629
310	0.4776223007
311	0.4775731257
312	0.4775121164
313	0.4774566123
314	0.4773841577
315	0.477345421
316	0.4772778075
317	0.4772213792
318	0.4771124712
319	0.4770766728
320	0.4770366818
321	0.4770027478
322	0.4769554413
323	0.4769117295
324	0.4768703091
325	0.476831299
326	0.4767461012
327	0.476704996
328	0.4766567297
329	0.4765978083
330	0.4765461201
331	0.4764408965
332	0.4763846226
333	0.4763411685
334	0.4762620481
335	0.4762289017
336	0.4761589681
337	0.4760862271
338	0.4760183082
339	0.4759655511
340	0.4759204841
341	0.4758605287
342	0.4758181875
343	0.4757845465
344	0.4757492666
345	0.475673979
346	0.4756319372
347	0.4755685939
348	0.4755073254
349	0.4754628585
350	0.4754000083
351	0.4753777526
352	0.4753274121
353	0.4752831938
354	0.4752264658
355	0.4751932182
356	0.4751513344
357	0.4751004698
358	0.4750440128
359	0.4749784346
360	0.4749459139
361	0.4749090245
362	0.4748549196
363	0.4748192754
364	0.4747677002
365	0.4747048557
366	0.4746482286
367	0.474598621
368	0.4745333882
369	0.4744760403
370	0.4744293009
371	0.4743466053
372	0.4742929376
373	0.4742365061
374	0.4741992638
375	0.4741516994
376	0.4741029518
377	0.4740652134
378	0.4740251507
379	0.4739862668
380	0.4739098456
381	0.4738583529
382	0.4738001371
383	0.4737605407
384	0.4737191556
385	0.4736622257
386	0.4736263925
387	0.4735873716
388	0.4735310355
389	0.4734906363
390	0.4734575734
391	0.4734176108
392	0.4733325715
393	0.4732780069
394	0.4732373283
395	0.4731678332
396	0.4731347337
397	0.473082881
398	0.4730392507
399	0.4729882437
400	0.4729303584
401	0.4728837828
402	0.4728413507
403	0.4728110777
404	0.4727652096
405	0.4726976159
406	0.4726085656
407	0.4725249168
408	0.472487148
409	0.4724254916
410	0.4723916257
411	0.4723425841
412	0.4722959653
413	0.4722454825
414	0.4722025591
415	0.4721699066
416	0.4721204742
417	0.4720440196
418	0.4720039737
419	0.4719702857
420	0.4719280801
421	0.4718749251
422	0.4718425019
423	0.4717789416
424	0.4717228132
425	0.4716784134
426	0.4716434239
427	0.4715832719
428	0.4715347513
429	0.4714734977
430	0.4714231573
431	0.4713604491
432	0.4713109732
433	0.4712821106
434	0.4712536992
435	0.4712156404
436	0.4711843037
437	0.4711594348
438	0.4711257086
439	0.4710960182
440	0.4710423628
441	0.4710138035
442	0.4709561758
443	0.4708839328
444	0.470838447
445	0.4708062798
446	0.4707732472
447	0.4707281529
448	0.4707003227
449	0.4706504193
450	0.4705981237
451	0.4705558248
452	0.4704949725
453	0.4704395153
454	0.4703939638
455	0.470336835
456	0.4703021934
457	0.4702667117
458	0.4702187227
459	0.4701778467
460	0.4701456407
461	0.4701032783
462	0.4700578479
463	0.4700151658
464	0.469959495
465	0.4699139776
466	0.4698623328
467	0.4698107787
468	0.4697605266
469	0.4697151411
470	0.4696862691
471	0.4696336931
472	0.4695944666
473	0.4695492813
474	0.469496359
475	0.4694687436
476	0.4694345965
477	0.4693982865
478	0.4693374754
479	0.4693009688
480	0.4692496921
481	0.4692235877
482	0.4691657372
483	0.4691404149
484	0.4691045739
485	0.4690775879
486	0.4690435886
487	0.4690051324
488	0.4689700477
489	0.4689392737
490	0.4689077927
491	0.4688757523
492	0.4688306909
493	0.4687915985
494	0.4687477859
495	0.468712987
496	0.4686800575
497	0.4686144631
498	0.4685559222
499	0.4685213408
500	0.4684795316
501	0.4684347759
502	0.4683880243
503	0.4683544615
504	0.4683009452
505	0.4682610788
506	0.4682165733
507	0.4681912012
508	0.4681502725
509	0.4680961718
510	0.4680606778
511	0.46801989
512	0.4679769409
513	0.4679411853
514	0.4679049239
515	0.4678446137
516	0.4677601253
517	0.4677141316
518	0.4676811027
519	0.4676516233
520	0.4676193381
521	0.4675727772
522	0.4675072197
523	0.4674158606
524	0.4673638978
525	0.467326542
526	0.4672738943
527	0.4672394687
528	0.4672094446
529	0.4671692475
530	0.467128005
531	0.4670749354
532	0.4670478864
533	0.4670128186
534	0.4669671655
535	0.4669469285
536	0.4668975617
537	0.466876272
538	0.4668387383
539	0.466769738
540	0.4667477524
541	0.4666987202
542	0.4666727696
543	0.4666487102
544	0.4666121634
545	0.4665801187
546	0.4665395437
547	0.4665064172
548	0.4664721585
549	0.4664336338
550	0.4664088507
551	0.4663655889
552	0.4663405512
553	0.4663154253
554	0.4662789553
555	0.4662409242
556	0.4662155475
557	0.4661785152
558	0.4661511186
559	0.4661154884
560	0.4660850419
561	0.4660275264
562	0.4660021279
563	0.4659561463
564	0.4659114824
565	0.4658766799
566	0.4658499085
567	0.4658269821
568	0.4657881277
569	0.465755524
570	0.4657005707
571	0.4656623137
572	0.4656302989
573	0.4655836017
574	0.4655519987
575	0.4655114719
576	0.4654667392
577	0.4654249472
578	0.4654001873
579	0.4653627634
580	0.4653320296
581	0.4653096406
582	0.4652706567
583	0.465243439
584	0.4652078213
585	0.4651738603
586	0.4651428438
587	0.4651041784
588	0.4650774294
589	0.4650345414
590	0.4650026696
591	0.4649463277
592	0.4649192548
593	0.4648746983
594	0.4648402794
595	0.4648157795
596	0.4647914511
597	0.4647452303
598	0.4647036139
599	0.4646453496
600	0.4645923212
601	0.4645641429
602	0.4645260981
603	0.4644808291
604	0.4644439063
605	0.4644059084
606	0.4643581155
607	0.4643324086
608	0.4643041729
609	0.4642620543
610	0.464233169
611	0.4642106257
612	0.4641702443
613	0.4641363291
614	0.4641073141
615	0.4640663891
616	0.4640397849
617	0.4640030486
618	0.4639740717
619	0.4639353416
620	0.4639088118
621	0.4638617584
622	0.463808165
623	0.4637803598
624	0.4637568232
625	0.4637300957
626	0.4636966192
627	0.4636690627
628	0.4636456595
629	0.463609408
630	0.4635690676
631	0.463534091
632	0.4634947032
633	0.4634778094
634	0.4634474664
635	0.4634081047
636	0.4633703086
637	0.4633205418
638	0.4632955058
639	0.4632725824
640	0.4632422982
641	0.4631903864
642	0.4631608239
643	0.4631204532
644	0.4630983984
645	0.4630582031
646	0.4629848083
647	0.4629653462
648	0.4629385029
649	0.4628916625
650	0.4628530008
651	0.4628174479
652	0.4627939285
653	0.4627731166
654	0.4627518844
655	0.4627231113
656	0.4626969365
657	0.4626585002
658	0.4626238471
659	0.4625948798
660	0.4625651698
661	0.4625184527
662	0.462469877
663	0.4624269814
664	0.4623993399
665	0.4623568994
666	0.462304969
667	0.462277012
668	0.4622346481
669	0.4622072717
670	0.46218597
671	0.4621685393
672	0.4621262093
673	0.462096995
674	0.4620670786
675	0.4620396428
676	0.4620091732
677	0.4619446788
678	0.4618784137
679	0.4618443275
680	0.4618130174
681	0.4617754193
682	0.4617135792
683	0.4616800417
684	0.4616399776
685	0.4616008195
686	0.4615665444
687	0.4615214903
688	0.4614871519
689	0.4614607292
690	0.4614266511
691	0.4613836289
692	0.4613528431
693	0.4613268662
694	0.4612851821
695	0.461252219
696	0.4611907056
697	0.4611415602
698	0.4611064305
699	0.4610720843
700	0.4610366206
701	0.4610139275
702	0.4609723023
703	0.4609401162
704	0.4609034499
705	0.4608670286
706	0.460840089
707	0.4608034626
708	0.4607622019
709	0.460731542
710	0.4606938721
711	0.4606586619
712	0.4606336978
713	0.4606085712
714	0.4605909927
715	0.460554117
716	0.46051807
717	0.4604933553
718	0.4604573513
719	0.4604056902
720	0.4603543225
721	0.4603238138
722	0.4602801217
723	0.4602439409
724	0.4601998724
725	0.460173387
726	0.460143446
727	0.4600798724
728	0.4600614297
729	0.4600374848
730	0.4600077148
731	0.4599737056
732	0.459931481
733	0.4599020008
734	0.4598761122
735	0.4598491888
736	0.4598177956
737	0.4597707663
738	0.4597283952
739	0.4597006056
740	0.4596680016
741	0.4596395142
742	0.4595970941
743	0.4595700657
744	0.4595246396
745	0.4594954703
746	0.4594688394
747	0.4594267962
748	0.4593947733
749	0.4593459468
750	0.4593230997
751	0.4592802747
752	0.459247805
753	0.4592279315
754	0.4592000972
755	0.4591667512
756	0.4591389139
757	0.4591077759
758	0.4590687924
759	0.459040851
760	0.4590124126
761	0.4589723302
762	0.4589307284
763	0.458907103
764	0.4588791963
765	0.458855287
766	0.4588228626
767	0.4587993333
768	0.4587511655
769	0.4587221356
770	0.4586945074
771	0.4586533263
772	0.4586370185
773	0.4585960544
774	0.4585714441
775	0.45853926
776	0.458506043
777	0.4584808841
778	0.4584589553
779	0.4584332591
780	0.4584058842
781	0.4583766447
782	0.4583613716
783	0.458336296
784	0.4583077771
785	0.4582791377
786	0.4582575178
787	0.458222869
788	0.4582027105
789	0.4581704001
790	0.4581389223
791	0.4580913979
792	0.4580397212
793	0.4580111351
794	0.4579712801
795	0.4579379324
796	0.4579017329
797	0.457870403
798	0.4578426985
799	0.4577884845
800	0.4577604717
801	0.4577329598
802	0.4577025865
803	0.4576790593
804	0.4576532295
805	0.4576300695
806	0.457597242
807	0.4575716189
808	0.457531531
809	0.4575002017
810	0.4574697674
811	0.4574412218
812	0.4574145907
813	0.4573849136
814	0.4573633071
815	0.4573217379
816	0.4573032503
817	0.4572732031
818	0.4572487178
819	0.4572106223
820	0.4571862473
821	0.4571529816
822	0.4571235355
823	0.4570868288
824	0.4570669739
825	0.4570339129
826	0.4569965368
827	0.4569729636
828	0.4569429567
829	0.4569141182
830	0.4568933926
831	0.456870612
832	0.456835762
833	0.4568121935
834	0.4567937153
835	0.4567478386
836	0.4567216842
837	0.4566899016
838	0.4566649643
839	0.4566168214
840	0.4565790887
841	0.4565473156
842	0.456520505
843	0.4564798858
844	0.456437196
845	0.4564097052
846	0.4563890036
847	0.4563545009
848	0.4563237828
849	0.4562967246
850	0.4562747003
851	0.4562451128
852	0.45621917
853	0.4561863524
854	0.4561635842
855	0.4561389268
856	0.4561261797
857	0.4560989562
858	0.456069447
859	0.4560396669
860	0.4560129127
861	0.4559817098
862	0.4559489287
863	0.455926607
864	0.4559015001
865	0.4558659279
866	0.4558468692
867	0.455820257
868	0.4557845835
869	0.4557567176
870	0.4557392153
871	0.4557117328
872	0.4556756333
873	0.4556408295
874	0.4556098458
875	0.4555837481
876	0.4555405676
877	0.4554899048
878	0.4554682477
879	0.455440381
880	0.455407954
881	0.4553835262
882	0.4553578295
883	0.4553341634
884	0.4553088202
885	0.455277998
886	0.4552634759
887	0.4552403103
888	0.4552062638
889	0.4551788682
890	0.4551619761
891	0.4551299293
892	0.4550957309
893	0.4550731789
894	0.4550273196
895	0.4550012622
896	0.4549645674
897	0.4549412992
898	0.4549132067
899	0.4548856365
900	0.4548565293
901	0.4548279308
902	0.4548092396
903	0.4547839315
904	0.4547563685
905	0.4547297472
906	0.4546966002
907	0.4546636763
908	0.4546416251
909	0.4546230308
910	0.4545914005
911	0.4545667599
912	0.4545241955
913	0.454493273
914	0.454469307
915	0.4544285877
916	0.4544074504
917	0.454373693
918	0.4543395802
919	0.4542995336
920	0.4542739266
921	0.4542555938
922	0.4542417092
923	0.4542105486
924	0.4541770989
925	0.4541512143
926	0.4541283241
927	0.4540952347
928	0.4540698717
929	0.4540416452
930	0.4540096303
931	0.4539832154
932	0.4539576297
933	0.453929523
934	0.4539011591
935	0.4538768871
936	0.4538521108
937	0.4538218931
938	0.4537850557
939	0.4537636791
940	0.4537407611
941	0.4537015001
942	0.4536841402
943	0.4536528016
944	0.4536212693
945	0.4535936467
946	0.4535606668
947	0.4535384791
948	0.4535097325
949	0.4534815008
950	0.4534436978
951	0.4534309331
952	0.4534149557
953	0.4533856546
954	0.4533698942
955	0.4533465336
956	0.45330827
957	0.4532754779
958	0.4532480724
959	0.4532330861
960	0.4532048926
961	0.4531780219
962	0.4531561491
963	0.4531257584
964	0.4530830813
965	0.4530569375
966	0.4530263953
967	0.4529565584
968	0.4529362494
969	0.4529154613
970	0.452884713
971	0.4528664389
972	0.4528376587
973	0.4528140389
974	0.4527938534
975	0.4527742505
976	0.4527431614
977	0.45272684
978	0.4526863296
979	0.4526558825
980	0.4526166328
981	0.4525923302
982	0.4525608153
983	0.4525345433
984	0.4525066929
985	0.4524892122
986	0.4524607815
987	0.4524281889
988	0.4524059274
989	0.4523886476
990	0.4523601771
991	0.4523301627
992	0.4522920101
993	0.4522761484
994	0.4522447326
995	0.452221972
996	0.4522039654
997	0.4521898676
998	0.4521502134
999	0.4521306326
1000	0.4520991888
1001	0.4520626641
1002	0.4520306032
1003	0.4520058044
1004	0.4519697068
1005	0.4519504232
1006	0.4519213954
1007	0.4518930988
1008	0.4518674939
1009	0.4518509835
1010	0.4518088803
1011	0.4517599954
1012	0.4517259419
1013	0.4517018805
1014	0.4516704112
1015	0.4516381278
1016	0.4516259407
1017	0.4515900387
1018	0.4515616055
1019	0.451542463
1020	0.4515160277
1021	0.4514990764
1022	0.4514745212
1023	0.4514384375
1024	0.4514077013
1025	0.4513873728
1026	0.4513586379
1027	0.4513325592
1028	0.4512933926
1029	0.4512749315
1030	0.4512531076
1031	0.4512293351
1032	0.4512029664
1033	0.4511784496
1034	0.4511568199
1035	0.4511307192
1036	0.4511085681
1037	0.4510852918
1038	0.4510579798
1039	0.4510405368
1040	0.4510105101
1041	0.4509746707
1042	0.450949761
1043	0.4509341206
1044	0.450920657
1045	0.4508971756
1046	0.450875076
1047	0.4508487095
1048	0.4508190257
1049	0.4507799464
1050	0.450756566
1051	0.4507192208
1052	0.4506940782
1053	0.4506690729
1054	0.4506368982
1055	0.4506183167
1056	0.4505971727
1057	0.4505761046
1058	0.4505571457
1059	0.4505447558
1060	0.450528774
1061	0.4505031957
1062	0.4504887646
1063	0.4504638333
1064	0.4504422503
1065	0.4504184034
1066	0.4503962539
1067	0.4503689253
1068	0.4503509753
1069	0.4503188717
1070	0.4503009436
1071	0.4502798288
1072	0.450262796
1073	0.4502406581
1074	0.4502208499
1075	0.4501876209
1076	0.4501593624
1077	0.4501338512
1078	0.4501102563
1079	0.450085427
1080	0.4500745645
1081	0.4500500112
1082	0.4500295206
1083	0.4499962388
1084	0.4499610222
1085	0.4499307516
1086	0.4499089225
1087	0.4498861313
1088	0.4498625586
1089	0.4498167495
1090	0.4497913453
1091	0.4497694014
1092	0.4497382548
1093	0.449717502
1094	0.4496855523
1095	0.4496621758
1096	0.4496340419
1097	0.4495975207
1098	0.4495636187
1099	0.4495308584
1100	0.4494993084
1101	0.449478629
1102	0.4494538461
1103	0.4494325369
1104	0.4494011534
1105	0.4493714398
1106	0.4493538219
1107	0.4493283227
1108	0.4492998197
1109	0.4492670632
1110	0.4492444541
1111	0.4492196475
1112	0.4491963755
1113	0.4491677137
1114	0.4491165077
1115	0.4490851558
1116	0.449049409
1117	0.449027145
1118	0.4490084145
1119	0.4489834148
1120	0.4489608654
1121	0.4489504899
1122	0.4489249785
1123	0.4489098216
1124	0.4488849209
1125	0.4488597039
1126	0.4488385416
1127	0.4488160776
1128	0.4487830661
1129	0.4487585774
1130	0.4487405654
1131	0.448716758
1132	0.4486906849
1133	0.4486514842
1134	0.4486279537
1135	0.4486032573
1136	0.4485823105
1137	0.4485638669
1138	0.4485332909
1139	0.4485078783
1140	0.4484804409
1141	0.4484548589
1142	0.4484303134
1143	0.4484133689
1144	0.448382786
1145	0.4483562677
1146	0.4483316018
1147	0.4483072011
1148	0.4482600804
1149	0.4482380981
1150	0.4482114986
1151	0.448181517
1152	0.4481578055
1153	0.4481250225
1154	0.4481034585
1155	0.4480856899
1156	0.4480643542
1157	0.4480389587
1158	0.4480159936
1159	0.4479955673
1160	0.4479637289
1161	0.4479442943
1162	0.447921924
1163	0.447889195
1164	0.4478813806
1165	0.4478512228
1166	0.4478275194
1167	0.4478057925
1168	0.4477830218
1169	0.4477563009
1170	0.4477332914
1171	0.4477127711
1172	0.4476640408
1173	0.4476135351
1174	0.4475707932
1175	0.4475453279
1176	0.4475231317
1177	0.4475011724
1178	0.4474720072
1179	0.447450071
1180	0.4474263085
1181	0.447400236
1182	0.4473770508
1183	0.4473567743
1184	0.4473278028
1185	0.4473022831
1186	0.4472906076
1187	0.4472647893
1188	0.4472483295
1189	0.4472232289
1190	0.4472092387
1191	0.4471729184
1192	0.4471435442
1193	0.4471223255
1194	0.4471079265
1195	0.4470856438
1196	0.4470691909
1197	0.4470497514
1198	0.4470249432
1199	0.4470071019
1200	0.44698543
1201	0.4469662376
1202	0.4469507615
1203	0.4469287443
1204	0.446912368
1205	0.4468765709
1206	0.4468532684
1207	0.4468319578
1208	0.4468014482
1209	0.4467873026
1210	0.4467687409
1211	0.4467485924
1212	0.446734799
1213	0.4467071194
1214	0.4466829561
1215	0.4466618958
1216	0.4466409733
1217	0.4466162973
1218	0.4465972184
1219	0.4465721239
1220	0.446559897
1221	0.4465341519
1222	0.4465098783
1223	0.446491248
1224	0.4464662916
1225	0.4464441612
1226	0.4464343438
1227	0.446411795
1228	0.4463896587
1229	0.4463752578
1230	0.4463622895
1231	0.4463313585
1232	0.4463071989
1233	0.4462797143
1234	0.4462605411
1235	0.4462303516
1236	0.4462095405
1237	0.446197552
1238	0.4461709504
1239	0.4461401799
1240	0.4461130723
1241	0.4460936829
1242	0.4460773783
1243	0.4460580485
1244	0.4460358727
1245	0.4460205942
1246	0.4459958212
1247	0.4459802991
1248	0.4459590463
1249	0.4459287983
1250	0.4458993895
1251	0.4458822536
1252	0.4458646341
1253	0.4458469089
1254	0.445823103
1255	0.4457968939
1256	0.4457788367
1257	0.4457560723
1258	0.4457412576
1259	0.4457184776
1260	0.4456872327
1261	0.4456672679
1262	0.445643559
1263	0.4456246241
1264	0.4456006576
1265	0.4455863496
1266	0.445550602
1267	0.4455276279
1268	0.445505359
1269	0.4454847085
1270	0.445446329
1271	0.4454256
1272	0.4454101174
1273	0.4453927617
1274	0.4453638605
1275	0.4453423545
1276	0.4453283691
1277	0.4453088263
1278	0.4452786147
1279	0.4452488377
1280	0.4452312133
1281	0.4452035282
1282	0.4451852008
1283	0.4451543582
1284	0.4451374126
1285	0.4451114505
1286	0.4450733596
1287	0.4450641209
1288	0.4450398293
1289	0.4450180332
1290	0.4449968976
1291	0.4449803905
1292	0.4449537906
1293	0.4449324026
1294	0.444899404
1295	0.4448702345
1296	0.4448443789
1297	0.4448144445
1298	0.444786432
1299	0.4447706585
1300	0.444743556
1301	0.4447176985
1302	0.444701976
1303	0.4446903114
1304	0.4446691987
1305	0.4446441879
1306	0.4446193112
1307	0.4445960759
1308	0.4445709619
1309	0.4445471481
1310	0.444510799
1311	0.4444913596
1312	0.4444576032
1313	0.4444451579
1314	0.4444160503
1315	0.4444013994
1316	0.4443825211
1317	0.444357211
1318	0.4443350267
1319	0.4443205904
1320	0.444303614
1321	0.4442876328
1322	0.4442653831
1323	0.4442419058
1324	0.4442316495
1325	0.4442110587
1326	0.4441872453
1327	0.4441666183
1328	0.4441464142
1329	0.4441220965
1330	0.4440941594
1331	0.4440766462
1332	0.4440545809
1333	0.4440290507
1334	0.4440005817
1335	0.4439796658
1336	0.4439527904
1337	0.4439282902
1338	0.4438993228
1339	0.4438769803
1340	0.4438594483
1341	0.4438390298
1342	0.4438094326
1343	0.4437879903
1344	0.4437671164
1345	0.4437567867
1346	0.4437418405
1347	0.4437151871
1348	0.4436916964
1349	0.4436687751
1350	0.4436445309
1351	0.4436150006
1352	0.4435916268
1353	0.443577757
1354	0.443567202
1355	0.4435422534
1356	0.4435217721
1357	0.4435035027
1358	0.4434743196
1359	0.4434536416
1360	0.4434135991
1361	0.4433936311
1362	0.443375235
1363	0.4433508629
1364	0.4433273812
1365	0.4433127504
1366	0.4432926863
1367	0.4432529606
1368	0.4432301398
1369	0.4432160791
1370	0.4431996647
1371	0.4431822566
1372	0.443159375
1373	0.4431372832
1374	0.4431189519
1375	0.4430907727
1376	0.443068245
1377	0.4430507576
1378	0.4430315543
1379	0.4430081507
1380	0.4429766913
1381	0.4429588201
1382	0.4429398442
1383	0.4429270202
1384	0.4429090168
1385	0.4428868667
1386	0.4428625122
1387	0.4428493561
1388	0.4428286921
1389	0.4428090979
1390	0.4427867372
1391	0.4427738467
1392	0.4427537748
1393	0.4427338202
1394	0.4427055065
1395	0.4426933418
1396	0.442665376
1397	0.4426478028
1398	0.4426248622
1399	0.4426060842
1400	0.4425888235
1401	0.4425652908
1402	0.4425520038
1403	0.4425319129
1404	0.4425090214
1405	0.4424845617
1406	0.4424711792
1407	0.4424436057
1408	0.4424304489
1409	0.44241424
1410	0.4423934742
1411	0.4423693988
1412	0.4423519614
1413	0.442335936
1414	0.4423051253
1415	0.4422790367
1416	0.4422627407
1417	0.4422371709
1418	0.4422221994
1419	0.4421960695
1420	0.4421778048
1421	0.4421592228
1422	0.442126229
1423	0.4421071978
1424	0.4420889792
1425	0.4420663368
1426	0.4420483491
1427	0.442024561
1428	0.4420043437
1429	0.4419911162
1430	0.4419659012
1431	0.4419440123
1432	0.4419192313
1433	0.4418909949
1434	0.4418658966
1435	0.4418366714
1436	0.4418167763
1437	0.4417989243
1438	0.4417829879
1439	0.4417622404
1440	0.4417472599
1441	0.4417306908
1442	0.4416988987
1443	0.4416729237
1444	0.4416547277
1445	0.4416235513
1446	0.4416031541
1447	0.4415817141
1448	0.4415644126
1449	0.4415488054
1450	0.4415295428
1451	0.4415137785
1452	0.4414930199
1453	0.4414611617
1454	0.4414355646
1455	0.4414019712
1456	0.4413815058
1457	0.4413565971
1458	0.4413308326
1459	0.4412993716
1460	0.4412795869
1461	0.4412600723
1462	0.4412394108
1463	0.4412045567
1464	0.4411821967
1465	0.4411487179
1466	0.4411194281
1467	0.4411015822
1468	0.4410815173
1469	0.4410563404
1470	0.4410334429
1471	0.4410104776
1472	0.4409959513
1473	0.4409746416
1474	0.4409529496
1475	0.4409286086
1476	0.4409096317
1477	0.4408848021
1478	0.4408699787
1479	0.4408405433
1480	0.4408144962
1481	0.4407936085
1482	0.4407704785
1483	0.440747255
1484	0.4407242225
1485	0.4406978649
1486	0.4406790658
1487	0.440662794
1488	0.4406455357
1489	0.4406220449
1490	0.4405841779
1491	0.4405636133
1492	0.4405444094
1493	0.4405120381
1494	0.4404823899
1495	0.4404711068
1496	0.4404515369
1497	0.4404323756
1498	0.440412327
1499	0.4403935228
1500	0.4403581614
1501	0.4403338441
1502	0.4403089848
1503	0.4402934822
1504	0.4402784269
1505	0.4402606406
1506	0.4402450306
1507	0.4402274212
1508	0.4402077697
1509	0.4401762522
1510	0.4401643936
1511	0.4401417564
