iter	Passed	Remaining
1674	9533	47385
1675	9539	47376
1676	9544	47370
1677	9549	47362
1678	9555	47354
1679	9560	47349
1680	9566	47342
1681	9572	47337
1682	9578	47332
1683	9583	47324
1684	9588	47316
1685	9594	47311
1686	9599	47303
1687	9604	47295
1688	9610	47289
1689	9615	47281
1690	9620	47272
1691	9626	47266
1692	9632	47261
1693	9637	47253
1694	9642	47247
1695	9648	47240
1696	9653	47232
1697	9659	47227
1698	9664	47220
1699	9670	47212
1700	9675	47206
1701	9681	47199
1702	9686	47190
1703	9691	47184
1704	9696	47176
1705	9702	47170
1706	9708	47166
1707	9713	47157
1708	9718	47150
1709	9724	47143
1710	9729	47136
1711	9735	47128
1712	9740	47122
1713	9745	47114
1714	9751	47106
1715	9756	47100
1716	9762	47093
1717	9767	47086
1718	9772	47079
1719	9778	47071
1720	9783	47064
1721	9788	47056
1722	9794	47049
1723	9799	47040
1724	9805	47035
1725	9810	47028
1726	9815	47021
1727	9821	47016
1728	9827	47010
1729	9832	47002
1730	9837	46995
1731	9843	46988
1732	9848	46980
1733	9854	46974
1734	9859	46968
1735	9864	46960
1736	9870	46954
1737	9875	46947
1738	9881	46939
1739	9886	46932
1740	9892	46926
1741	9897	46918
1742	9902	46911
1743	9908	46905
1744	9913	46896
1745	9918	46889
1746	9924	46883
1747	9929	46877
1748	9935	46868
1749	9940	46862
1750	9945	46855
1751	9951	46847
1752	9957	46842
1753	9962	46835
1754	9967	46827
1755	9973	46821
1756	9978	46813
1757	9983	46805
1758	9989	46799
1759	9994	46792
1760	9999	46784
1761	10005	46778
1762	10010	46770
1763	10015	46762
1764	10021	46757
1765	10026	46750
1766	10032	46742
1767	10037	46736
1768	10043	46729
1769	10048	46722
1770	10053	46715
1771	10059	46707
1772	10064	46699
1773	10069	46692
1774	10075	46685
1775	10080	46679
1776	10086	46674
1777	10091	46667
1778	10096	46659
1779	10103	46657
1780	10113	46671
1781	10122	46680
1782	10128	46677
1783	10134	46675
1784	10141	46674
1785	10147	46671
1786	10155	46672
1787	10161	46670
1788	10167	46665
1789	10172	46657
1790	10178	46651
1791	10183	46644
1792	10188	46637
1793	10194	46629
1794	10199	46623
1795	10205	46615
1796	10210	46608
1797	10215	46600
1798	10220	46593
1799	10226	46585
1800	10231	46577
1801	10236	46569
1802	10241	46562
1803	10246	46554
1804	10252	46549
1805	10257	46541
1806	10263	46533
1807	10268	46528
1808	10274	46521
1809	10279	46513
1810	10284	46506
1811	10290	46498
1812	10295	46491
1813	10300	46485
1814	10306	46476
1815	10311	46471
1816	10317	46467
1817	10323	46461
1818	10328	46453
1819	10334	46448
1820	10339	46441
1821	10345	46433
1822	10350	46428
1823	10356	46421
1824	10361	46413
1825	10367	46407
1826	10372	46400
1827	10377	46391
1828	10383	46386
1829	10388	46380
1830	10394	46373
1831	10399	46368
1832	10404	46359
1833	10410	46352
1834	10416	46350
1835	10423	46348
1836	10429	46347
1837	10435	46342
1838	10441	46334
1839	10446	46328
1840	10452	46321
1841	10457	46314
1842	10462	46307
1843	10467	46299
1844	10473	46291
1845	10478	46284
1846	10483	46277
1847	10488	46269
1848	10494	46262
1849	10500	46256
1850	10505	46248
1851	10510	46240
1852	10515	46234
1853	10521	46226
1854	10526	46219
1855	10531	46213
1856	10537	46207
1857	10542	46199
1858	10548	46192
1859	10553	46186
1860	10559	46180
1861	10564	46174
1862	10570	46166
1863	10575	46159
1864	10580	46153
1865	10586	46145
1866	10591	46137
1867	10596	46131
1868	10602	46124
1869	10607	46115
1870	10612	46107
1871	10617	46101
1872	10623	46094
1873	10628	46088
1874	10633	46080
1875	10639	46072
1876	10644	46065
1877	10649	46057
1878	10655	46050
1879	10660	46045
1880	10666	46038
1881	10671	46031
1882	10677	46025
1883	10682	46017
1884	10687	46010
1885	10693	46006
1886	10699	45999
1887	10703	45990
1888	10709	45984
1889	10714	45977
1890	10720	45970
1891	10725	45964
1892	10731	45957
1893	10736	45950
1894	10741	45943
1895	10747	45936
1896	10752	45929
1897	10758	45923
1898	10763	45917
1899	10768	45909
1900	10774	45903
1901	10779	45895
1902	10785	45889
1903	10790	45880
1904	10795	45874
1905	10800	45865
1906	10806	45859
1907	10812	45855
1908	10817	45848
1909	10822	45841
1910	10828	45836
1911	10833	45828
1912	10839	45820
1913	10844	45814
1914	10849	45807
1915	10855	45800
1916	10860	45794
1917	10865	45786
1918	10871	45779
1919	10876	45773
1920	10882	45766
1921	10887	45758
1922	10893	45754
1923	10898	45747
1924	10904	45740
1925	10909	45734
1926	10914	45727
1927	10920	45719
1928	10925	45713
1929	10931	45706
1930	10936	45699
1931	10941	45692
1932	10947	45685
1933	10952	45678
1934	10958	45673
1935	10963	45666
1936	10968	45659
1937	10974	45652
1938	10979	45645
1939	10984	45638
1940	10990	45632
1941	10996	45626
1942	11001	45618
1943	11006	45611
1944	11011	45604
1945	11016	45596
1946	11022	45590
1947	11028	45584
1948	11033	45577
1949	11039	45571
1950	11044	45563
1951	11049	45555
1952	11055	45550
1953	11060	45544
1954	11065	45536
1955	11071	45530
1956	11076	45522
1957	11081	45515
1958	11087	45508
1959	11092	45502
1960	11097	45494
1961	11102	45486
1962	11108	45480
1963	11113	45472
1964	11118	45464
1965	11124	45460
1966	11129	45453
1967	11135	45446
1968	11140	45440
1969	11145	45432
1970	11151	45426
1971	11157	45420
1972	11162	45413
1973	11167	45406
1974	11173	45401
1975	11179	45395
1976	11184	45387
1977	11189	45381
1978	11195	45374
1979	11200	45366
1980	11205	45360
1981	11211	45353
1982	11216	45346
1983	11222	45342
1984	11227	45335
1985	11232	45327
1986	11238	45321
1987	11243	45313
1988	11248	45306
1989	11254	45302
1990	11260	45295
1991	11265	45289
1992	11271	45283
1993	11276	45275
1994	11281	45268
1995	11287	45264
1996	11292	45256
1997	11298	45249
1998	11304	45245
1999	11309	45238
2000	11314	45231
2001	11320	45225
2002	11325	45219
2003	11331	45211
2004	11336	45205
2005	11341	45197
2006	11347	45190
2007	11352	45184
2008	11358	45177
2009	11363	45170
2010	11368	45164
2011	11374	45157
2012	11379	45148
2013	11384	45144
2014	11390	45136
2015	11395	45129
2016	11401	45125
2017	11407	45121
2018	11413	45116
2019	11420	45114
2020	11425	45109
2021	11431	45103
2022	11436	45096
2023	11441	45089
2024	11447	45081
2025	11453	45077
2026	11458	45070
2027	11463	45064
2028	11469	45059
2029	11474	45051
2030	11479	45043
2031	11485	45038
2032	11490	45031
2033	11496	45024
2034	11501	45018
2035	11507	45012
2036	11512	45005
2037	11518	44999
2038	11523	44992
2039	11528	44984
2040	11534	44977
2041	11539	44970
2042	11544	44963
2043	11550	44960
2044	11556	44954
2045	11561	44947
2046	11567	44942
2047	11572	44935
2048	11578	44928
2049	11584	44924
2050	11589	44916
2051	11595	44910
2052	11600	44903
2053	11605	44896
2054	11610	44888
2055	11616	44883
2056	11622	44878
2057	11627	44870
2058	11632	44864
2059	11638	44857
2060	11643	44849
2061	11649	44844
2062	11654	44837
2063	11659	44831
2064	11665	44825
2065	11670	44818
2066	11675	44811
2067	11682	44808
2068	11687	44801
2069	11693	44794
2070	11698	44789
2071	11704	44782
2072	11709	44776
2073	11715	44771
2074	11720	44764
2075	11725	44757
2076	11731	44750
2077	11736	44743
2078	11741	44736
2079	11747	44731
2080	11752	44724
2081	11758	44717
2082	11764	44712
2083	11769	44706
2084	11774	44698
2085	11780	44693
2086	11785	44686
2087	11790	44678
2088	11796	44672
2089	11802	44667
2090	11807	44661
2091	11813	44656
2092	11818	44649
2093	11824	44642
2094	11829	44636
2095	11834	44629
2096	11840	44622
2097	11845	44616
2098	11851	44609
2099	11856	44603
2100	11862	44597
2101	11867	44591
2102	11872	44583
2103	11878	44577
2104	11883	44570
2105	11888	44563
2106	11894	44557
2107	11899	44550
2108	11904	44543
2109	11910	44539
2110	11916	44531
2111	11921	44525
2112	11927	44520
2113	11932	44513
2114	11937	44506
2115	11943	44501
2116	11949	44494
2117	11954	44487
2118	11960	44481
2119	11965	44474
2120	11970	44467
2121	11976	44462
2122	11981	44456
2123	11986	44448
2124	11992	44442
2125	11997	44435
2126	12003	44428
2127	12008	44422
2128	12014	44417
2129	12019	44411
2130	12025	44405
2131	12030	44398
2132	12035	44390
2133	12041	44385
2134	12047	44380
2135	12052	44372
2136	12058	44367
2137	12063	44360
2138	12068	44352
2139	12074	44347
2140	12079	44340
2141	12084	44332
2142	12090	44327
2143	12095	44320
2144	12100	44313
2145	12106	44308
2146	12111	44298
2147	12116	44291
2148	12121	44285
2149	12127	44280
2150	12132	44272
2151	12137	44264
2152	12143	44259
2153	12148	44252
2154	12154	44246
2155	12160	44240
2156	12165	44233
2157	12170	44226
2158	12175	44218
2159	12180	44212
2160	12186	44205
2161	12191	44198
2162	12196	44190
2163	12201	44183
2164	12207	44177
2165	12212	44169
2166	12217	44162
2167	12223	44156
2168	12228	44148
2169	12233	44140
2170	12238	44134
2171	12243	44127
2172	12248	44119
2173	12254	44114
2174	12259	44107
2175	12265	44100
2176	12270	44094
2177	12276	44089
2178	12281	44082
2179	12287	44076
2180	12293	44071
2181	12298	44064
2182	12303	44058
2183	12309	44052
2184	12314	44046
2185	12320	44039
2186	12325	44031
2187	12330	44024
2188	12335	44018
2189	12341	44012
2190	12346	44004
2191	12351	43997
2192	12357	43990
2193	12362	43983
2194	12367	43976
2195	12373	43970
2196	12378	43962
2197	12383	43955
2198	12389	43952
2199	12396	43949
2200	12401	43944
2201	12407	43939
2202	12412	43932
2203	12418	43926
2204	12424	43921
2205	12430	43916
2206	12435	43911
2207	12441	43904
2208	12446	43897
2209	12451	43889
2210	12456	43883
2211	12461	43875
2212	12467	43869
2213	12472	43863
2214	12478	43856
2215	12483	43849
2216	12488	43843
2217	12493	43835
2218	12498	43827
2219	12504	43821
2220	12509	43813
2221	12514	43805
2222	12519	43799
2223	12524	43791
2224	12530	43785
2225	12535	43779
2226	12541	43774
2227	12546	43767
2228	12552	43761
2229	12557	43753
2230	12562	43746
2231	12568	43741
2232	12573	43733
2233	12578	43726
2234	12583	43719
2235	12589	43713
2236	12594	43705
2237	12599	43699
2238	12605	43693
2239	12610	43686
2240	12615	43678
2241	12620	43671
2242	12625	43664
2243	12630	43656
2244	12636	43650
2245	12641	43643
2246	12646	43635
2247	12652	43630
2248	12658	43625
2249	12664	43620
2250	12670	43616
2251	12676	43612
2252	12682	43609
2253	12688	43604
2254	12693	43598
2255	12699	43593
2256	12705	43589
2257	12711	43582
2258	12716	43577
2259	12722	43570
2260	12727	43563
2261	12733	43558
2262	12738	43551
2263	12743	43544
2264	12748	43537
2265	12754	43530
2266	12759	43523
2267	12765	43518
2268	12770	43512
2269	12775	43504
2270	12781	43498
2271	12786	43491
2272	12791	43484
2273	12797	43479
2274	12802	43471
2275	12807	43464
2276	12812	43458
2277	12818	43451
2278	12823	43444
2279	12829	43438
2280	12834	43432
2281	12839	43425
2282	12845	43419
2283	12850	43412
2284	12856	43406
2285	12861	43399
2286	12867	43394
2287	12872	43387
2288	12877	43380
2289	12882	43373
2290	12888	43366
2291	12893	43359
2292	12898	43354
2293	12904	43348
2294	12909	43341
2295	12914	43334
2296	12920	43328
2297	12925	43320
2298	12930	43314
2299	12935	43307
2300	12940	43299
2301	12946	43293
2302	12951	43287
2303	12956	43279
2304	12962	43273
2305	12968	43268
2306	12973	43261
2307	12979	43255
2308	12984	43250
2309	12989	43243
2310	12995	43237
2311	13001	43232
2312	13006	43225
2313	13012	43221
2314	13017	43214
2315	13023	43207
2316	13028	43201
2317	13034	43195
2318	13039	43189
2319	13045	43185
2320	13050	43178
2321	13056	43172
2322	13062	43167
2323	13067	43160
2324	13072	43153
2325	13078	43148
2326	13083	43142
2327	13088	43134
2328	13094	43128
2329	13099	43122
2330	13105	43116
2331	13110	43110
2332	13116	43104
2333	13122	43100
2334	13128	43096
2335	13134	43090
2336	13139	43084
2337	13145	43079
2338	13150	43073
2339	13156	43066
2340	13161	43061
2341	13167	43054
2342	13173	43049
2343	13178	43044
2344	13183	43037
2345	13189	43031
2346	13195	43026
2347	13200	43019
2348	13205	43013
2349	13211	43008
2350	13217	43003
2351	13222	42996
2352	13228	42991
2353	13234	42985
2354	13239	42978
2355	13245	42973
2356	13250	42967
2357	13255	42961
2358	13261	42955
2359	13267	42949
2360	13272	42942
2361	13277	42936
2362	13283	42931
2363	13288	42924
2364	13294	42919
2365	13299	42912
2366	13305	42906
2367	13310	42900
2368	13316	42895
2369	13321	42888
2370	13327	42882
2371	13332	42875
2372	13337	42869
2373	13343	42863
2374	13348	42856
2375	13354	42850
2376	13360	42846
2377	13365	42839
2378	13371	42834
2379	13377	42829
2380	13382	42824
2381	13388	42819
2382	13394	42815
2383	13400	42808
2384	13405	42801
2385	13410	42794
2386	13415	42787
2387	13421	42782
2388	13426	42776
2389	13431	42768
2390	13437	42762
2391	13443	42757
2392	13448	42751
2393	13454	42747
2394	13460	42741
2395	13465	42734
2396	13471	42728
2397	13476	42722
2398	13481	42714
2399	13487	42709
2400	13492	42703
2401	13498	42696
2402	13503	42690
2403	13508	42683
2404	13513	42675
2405	13518	42669
2406	13524	42663
2407	13529	42654
2408	13534	42648
2409	13540	42642
2410	13545	42635
2411	13550	42628
2412	13556	42623
2413	13561	42615
2414	13566	42609
2415	13571	42603
2416	13577	42596
2417	13582	42590
2418	13588	42584
2419	13593	42578
2420	13598	42571
2421	13604	42565
2422	13609	42559
2423	13615	42552
2424	13620	42546
2425	13625	42540
2426	13631	42534
2427	13637	42530
2428	13643	42525
2429	13648	42518
2430	13654	42513
2431	13659	42507
2432	13665	42500
2433	13670	42495
2434	13676	42489
2435	13681	42481
2436	13686	42475
2437	13692	42469
2438	13697	42461
2439	13703	42457
2440	13708	42451
2441	13714	42444
2442	13720	42440
2443	13725	42435
2444	13731	42429
2445	13736	42423
2446	13742	42417
2447	13747	42411
2448	13753	42406
2449	13758	42399
2450	13764	42393
2451	13769	42387
2452	13775	42380
2453	13780	42375
2454	13786	42370
2455	13791	42363
2456	13796	42356
2457	13802	42350
2458	13807	42343
2459	13812	42335
2460	13818	42330
2461	13823	42323
2462	13828	42317
2463	13834	42311
2464	13839	42304
2465	13845	42298
2466	13850	42292
2467	13855	42286
2468	13861	42279
2469	13866	42273
2470	13872	42267
2471	13877	42261
2472	13883	42255
2473	13888	42249
2474	13893	42243
2475	13899	42237
2476	13905	42232
2477	13910	42225
2478	13916	42220
2479	13921	42213
2480	13926	42206
2481	13932	42201
2482	13937	42194
2483	13943	42188
2484	13948	42182
2485	13954	42177
2486	13959	42170
2487	13964	42164
2488	13970	42157
2489	13975	42151
2490	13980	42144
2491	13986	42138
2492	13991	42131
2493	13996	42124
2494	14001	42117
2495	14006	42110
2496	14011	42102
2497	14017	42097
2498	14022	42091
2499	14028	42084
2500	14034	42079
2501	14039	42072
2502	14044	42065
2503	14050	42061
2504	14055	42054
2505	14060	42046
2506	14066	42041
2507	14071	42034
2508	14076	42026
2509	14082	42021
2510	14087	42015
2511	14092	42008
2512	14098	42003
2513	14103	41996
2514	14108	41989
2515	14114	41984
2516	14119	41977
2517	14124	41970
2518	14130	41965
2519	14136	41959
2520	14141	41952
2521	14146	41946
2522	14152	41940
2523	14157	41933
2524	14163	41928
2525	14168	41922
2526	14174	41916
2527	14179	41910
2528	14184	41904
2529	14190	41897
2530	14195	41891
2531	14201	41885
2532	14206	41879
2533	14212	41873
2534	14217	41866
2535	14222	41859
2536	14228	41854
2537	14233	41848
2538	14238	41842
2539	14244	41836
2540	14249	41829
2541	14254	41821
2542	14260	41815
2543	14265	41809
2544	14270	41802
2545	14276	41797
2546	14281	41791
2547	14286	41784
2548	14292	41778
2549	14297	41771
2550	14302	41765
2551	14308	41758
2552	14313	41752
2553	14318	41745
2554	14323	41738
2555	14329	41731
2556	14334	41725
2557	14339	41719
2558	14345	41713
2559	14350	41707
2560	14356	41701
2561	14363	41699
2562	14369	41694
2563	14376	41692
2564	14381	41687
2565	14386	41680
2566	14392	41673
2567	14397	41667
2568	14402	41660
2569	14407	41653
2570	14413	41648
2571	14418	41640
2572	14423	41634
2573	14429	41628
2574	14434	41622
2575	14440	41616
2576	14445	41611
2577	14451	41604
2578	14456	41599
2579	14462	41593
2580	14467	41587
2581	14473	41581
2582	14479	41576
2583	14484	41570
2584	14489	41563
2585	14494	41556
2586	14500	41549
2587	14505	41544
2588	14511	41538
2589	14516	41532
2590	14522	41526
2591	14527	41520
2592	14532	41513
2593	14537	41506
2594	14543	41501
2595	14548	41493
2596	14553	41487
2597	14559	41481
2598	14564	41474
2599	14569	41467
2600	14575	41462
2601	14580	41455
2602	14585	41448
2603	14591	41443
2604	14596	41436
2605	14602	41430
2606	14607	41424
2607	14612	41417
2608	14617	41410
2609	14623	41404
2610	14628	41398
2611	14633	41392
2612	14639	41385
2613	14644	41378
2614	14649	41371
2615	14654	41364
2616	14659	41357
2617	14665	41351
2618	14669	41343
2619	14675	41337
2620	14680	41330
2621	14685	41323
2622	14691	41317
2623	14696	41310
2624	14701	41304
2625	14707	41299
2626	14712	41291
2627	14717	41285
2628	14723	41279
2629	14728	41272
2630	14733	41265
2631	14738	41260
2632	14744	41253
2633	14749	41247
2634	14755	41241
2635	14760	41236
2636	14766	41229
2637	14771	41224
2638	14777	41217
2639	14782	41211
2640	14787	41205
2641	14793	41199
2642	14798	41192
2643	14803	41186
2644	14808	41179
2645	14814	41172
2646	14819	41167
2647	14825	41161
2648	14830	41154
2649	14836	41149
2650	14841	41143
2651	14846	41136
2652	14852	41131
2653	14858	41125
2654	14863	41118
2655	14868	41112
2656	14873	41105
2657	14878	41099
2658	14884	41092
2659	14889	41086
2660	14894	41079
2661	14899	41072
2662	14905	41067
2663	14910	41060
2664	14915	41053
2665	14921	41048
2666	14926	41041
2667	14931	41034
2668	14937	41028
2669	14942	41022
2670	14948	41016
2671	14953	41011
2672	14959	41004
2673	14963	40996
2674	14969	40991
2675	14974	40985
2676	14980	40979
2677	14985	40973
2678	14991	40966
2679	14996	40959
2680	15001	40953
2681	15007	40948
2682	15013	40943
2683	15019	40938
2684	15024	40932
2685	15029	40925
2686	15034	40919
2687	15040	40912
2688	15045	40905
2689	15050	40900
2690	15055	40893
2691	15061	40886
2692	15066	40880
2693	15071	40874
2694	15077	40867
2695	15082	40861
2696	15087	40855
2697	15092	40848
2698	15097	40841
2699	15103	40835
2700	15109	40829
2701	15114	40823
2702	15119	40816
2703	15125	40811
2704	15131	40808
2705	15137	40802
2706	15142	40795
2707	15147	40789
2708	15152	40782
2709	15157	40775
2710	15163	40769
2711	15168	40762
2712	15173	40755
2713	15178	40749
2714	15184	40744
2715	15189	40737
2716	15195	40731
2717	15200	40726
2718	15206	40719
2719	15211	40713
2720	15217	40708
2721	15222	40702
2722	15227	40695
2723	15233	40690
2724	15238	40683
2725	15244	40677
2726	15249	40671
2727	15255	40665
2728	15260	40659
2729	15266	40653
2730	15271	40647
2731	15276	40640
2732	15282	40635
2733	15287	40628
2734	15292	40621
2735	15298	40616
2736	15303	40610
2737	15308	40602
2738	15314	40597
2739	15319	40591
2740	15324	40584
2741	15330	40580
2742	15336	40573
2743	15341	40567
2744	15347	40563
2745	15353	40559
2746	15359	40553
2747	15365	40549
2748	15370	40542
2749	15375	40535
2750	15381	40531
2751	15386	40524
2752	15392	40518
2753	15397	40512
2754	15402	40506
2755	15408	40499
2756	15413	40493
2757	15418	40487
2758	15424	40480
2759	15430	40476
2760	15435	40469
2761	15440	40462
2762	15445	40456
2763	15450	40449
2764	15456	40443
2765	15462	40438
2766	15467	40432
2767	15472	40425
2768	15478	40420
2769	15484	40415
2770	15489	40410
2771	15496	40405
2772	15501	40399
2773	15506	40392
2774	15512	40388
2775	15517	40381
2776	15522	40374
2777	15528	40369
2778	15533	40363
2779	15539	40357
2780	15544	40351
2781	15550	40345
2782	15555	40339
2783	15561	40334
2784	15566	40328
2785	15572	40321
2786	15577	40316
2787	15582	40309
2788	15587	40302
2789	15593	40296
2790	15598	40290
2791	15603	40283
2792	15609	40278
2793	15615	40273
2794	15621	40268
2795	15626	40262
2796	15631	40255
2797	15636	40249
2798	15642	40243
2799	15647	40236
2800	15652	40230
2801	15658	40224
2802	15663	40218
2803	15669	40212
2804	15674	40206
2805	15680	40200
2806	15685	40194
2807	15690	40187
2808	15696	40182
2809	15701	40175
2810	15707	40170
2811	15712	40164
2812	15718	40158
2813	15723	40153
2814	15729	40147
2815	15734	40141
2816	15740	40135
2817	15745	40129
2818	15750	40123
2819	15756	40118
2820	15762	40112
2821	15767	40106
2822	15773	40100
2823	15778	40094
2824	15783	40087
2825	15789	40081
2826	15794	40075
2827	15800	40069
2828	15805	40064
2829	15811	40058
2830	15816	40052
2831	15822	40046
2832	15827	40041
2833	15832	40034
2834	15838	40029
2835	15844	40024
2836	15849	40017
2837	15855	40013
2838	15860	40006
2839	15866	40000
2840	15871	39995
2841	15877	39989
2842	15882	39983
2843	15888	39977
2844	15893	39970
2845	15898	39964
2846	15904	39959
2847	15909	39953
2848	15915	39947
2849	15920	39942
2850	15926	39936
2851	15932	39930
2852	15937	39925
2853	15943	39919
2854	15948	39913
2855	15954	39908
2856	15960	39902
2857	15965	39896
2858	15971	39891
2859	15976	39885
2860	15981	39879
2861	15987	39874
2862	15992	39867
2863	15997	39860
2864	16003	39855
2865	16009	39850
2866	16014	39844
2867	16020	39839
2868	16026	39833
2869	16031	39827
2870	16037	39823
2871	16043	39817
2872	16048	39811
2873	16054	39805
2874	16059	39799
2875	16064	39793
2876	16070	39788
2877	16075	39782
2878	16081	39775
2879	16086	39770
2880	16092	39765
2881	16097	39758
2882	16103	39753
2883	16109	39747
2884	16114	39741
2885	16120	39736
2886	16125	39729
2887	16130	39723
2888	16136	39718
2889	16141	39711
2890	16146	39705
2891	16152	39700
2892	16158	39694
2893	16163	39688
2894	16169	39683
2895	16174	39677
2896	16179	39670
2897	16185	39664
2898	16190	39658
2899	16196	39652
2900	16201	39646
2901	16206	39640
2902	16212	39634
2903	16217	39628
2904	16223	39622
2905	16228	39615
2906	16233	39610
2907	16239	39604
2908	16244	39598
2909	16250	39593
2910	16256	39588
2911	16261	39582
2912	16267	39576
2913	16273	39571
2914	16278	39565
2915	16284	39560
2916	16289	39554
2917	16295	39548
2918	16301	39543
2919	16306	39537
2920	16311	39531
2921	16317	39526
2922	16322	39519
2923	16328	39514
2924	16334	39510
2925	16340	39504
2926	16346	39500
2927	16352	39495
2928	16357	39488
2929	16362	39483
2930	16368	39477
2931	16373	39470
2932	16378	39464
2933	16384	39458
2934	16389	39451
2935	16394	39446
2936	16400	39439
2937	16405	39432
2938	16410	39427
2939	16416	39422
2940	16421	39415
2941	16427	39409
2942	16432	39403
2943	16438	39397
2944	16443	39392
2945	16449	39386
2946	16454	39380
2947	16459	39374
2948	16465	39367
2949	16470	39360
2950	16475	39355
2951	16481	39349
2952	16486	39343
2953	16492	39338
2954	16498	39333
2955	16504	39328
2956	16509	39322
2957	16514	39316
2958	16520	39309
2959	16525	39303
2960	16530	39297
2961	16536	39291
2962	16541	39285
2963	16547	39280
2964	16552	39273
2965	16557	39266
2966	16562	39260
2967	16568	39254
2968	16573	39248
2969	16578	39242
2970	16584	39235
2971	16589	39228
2972	16594	39223
2973	16599	39216
2974	16605	39210
2975	16610	39205
2976	16616	39198
2977	16621	39192
2978	16626	39186
2979	16632	39180
2980	16637	39173
2981	16642	39168
2982	16648	39161
2983	16653	39154
2984	16658	39149
2985	16664	39143
2986	16669	39137
2987	16675	39131
2988	16680	39126
2989	16685	39119
2990	16691	39113
2991	16696	39107
2992	16701	39101
2993	16707	39095
2994	16712	39088
2995	16717	39082
2996	16723	39078
2997	16729	39072
2998	16734	39065
2999	16740	39060
3000	16745	39054
3001	16750	39048
3002	16756	39042
3003	16762	39037
3004	16767	39031
3005	16772	39025
3006	16778	39019
3007	16783	39012
3008	16789	39007
3009	16794	39001
3010	16800	38995
3011	16805	38990
3012	16811	38984
3013	16816	38977
3014	16821	38972
3015	16827	38965
3016	16832	38958
3017	16837	38952
3018	16842	38946
3019	16847	38939
3020	16853	38933
3021	16858	38928
3022	16864	38922
3023	16869	38915
3024	16874	38910
3025	16880	38903
3026	16885	38897
3027	16890	38891
3028	16896	38885
3029	16901	38878
3030	16906	38872
3031	16911	38866
3032	16917	38860
3033	16923	38854
3034	16928	38848
3035	16933	38842
3036	16939	38837
3037	16945	38831
3038	16950	38825
3039	16955	38819
3040	16960	38813
3041	16966	38806
3042	16971	38800
3043	16977	38795
3044	16982	38788
3045	16987	38782
3046	16992	38775
3047	16998	38770
3048	17003	38764
3049	17009	38758
3050	17014	38751
3051	17019	38746
3052	17025	38740
3053	17030	38733
3054	17035	38727
3055	17040	38721
3056	17046	38714
3057	17051	38709
3058	17057	38703
3059	17062	38696
3060	17067	38691
3061	17073	38684
3062	17078	38678
3063	17083	38672
3064	17089	38667
3065	17094	38661
3066	17099	38654
3067	17105	38648
3068	17110	38642
3069	17115	38635
3070	17121	38629
3071	17126	38623
3072	17131	38617
3073	17137	38612
3074	17142	38605
3075	17147	38599
3076	17153	38593
3077	17158	38587
3078	17163	38580
3079	17169	38575
3080	17174	38568
3081	17179	38562
3082	17185	38556
3083	17190	38550
3084	17195	38543
3085	17200	38537
3086	17206	38531
3087	17211	38524
3088	17216	38518
3089	17222	38512
3090	17227	38505
3091	17232	38499
3092	17237	38493
3093	17243	38488
3094	17248	38482
3095	17254	38476
3096	17259	38470
3097	17264	38464
3098	17270	38458
3099	17275	38451
3100	17280	38445
3101	17286	38439
3102	17291	38433
3103	17296	38427
3104	17302	38421
3105	17307	38414
3106	17312	38408
3107	17318	38403
3108	17324	38398
3109	17330	38393
3110	17336	38389
3111	17341	38382
3112	17346	38375
3113	17351	38370
3114	17357	38364
3115	17362	38357
3116	17368	38352
3117	17373	38345
3118	17378	38339
3119	17383	38333
3120	17388	38327
3121	17394	38321
3122	17400	38317
3123	17405	38311
3124	17411	38305
3125	17416	38299
3126	17422	38293
3127	17427	38287
3128	17433	38281
3129	17438	38275
3130	17443	38268
3131	17449	38263
3132	17454	38257
3133	17459	38251
3134	17465	38245
3135	17470	38238
3136	17475	38232
3137	17481	38226
3138	17486	38220
3139	17491	38214
3140	17497	38209
3141	17502	38203
3142	17508	38197
3143	17514	38192
3144	17520	38187
3145	17526	38183
3146	17533	38180
3147	17539	38176
3148	17545	38171
3149	17551	38167
3150	17556	38160
3151	17562	38155
3152	17567	38149
3153	17572	38143
3154	17578	38138
3155	17584	38132
3156	17589	38126
3157	17595	38121
3158	17600	38115
3159	17605	38108
3160	17611	38103
3161	17617	38098
3162	17622	38091
3163	17627	38085
3164	17633	38079
3165	17638	38074
3166	17644	38069
3167	17649	38063
3168	17655	38056
3169	17660	38051
3170	17666	38045
3171	17671	38039
3172	17676	38033
3173	17682	38027
3174	17687	38021
3175	17693	38016
3176	17699	38011
3177	17704	38004
3178	17709	37999
3179	17715	37992
3180	17720	37985
3181	17725	37979
3182	17730	37974
3183	17736	37968
3184	17742	37962
3185	17747	37957
3186	17752	37950
3187	17758	37944
3188	17763	37939
3189	17769	37933
3190	17774	37927
3191	17780	37922
3192	17785	37916
3193	17790	37909
3194	17795	37903
3195	17801	37897
3196	17806	37891
3197	17812	37885
3198	17817	37879
3199	17822	37872
3200	17828	37867
3201	17833	37861
3202	17838	37855
3203	17844	37849
3204	17849	37843
3205	17854	37836
3206	17860	37830
3207	17865	37824
3208	17870	37817
3209	17875	37812
3210	17881	37805
3211	17886	37799
3212	17891	37793
3213	17897	37787
3214	17902	37781
3215	17907	37775
3216	17912	37769
3217	17917	37762
3218	17923	37756
3219	17928	37751
3220	17934	37744
3221	17939	37738
3222	17945	37733
3223	17950	37726
3224	17955	37720
3225	17961	37715
3226	17966	37708
3227	17971	37703
